Request_ID,E2E Chunked Blend 128_TTFT,E2E No Blend_TTFT,Speedup,Hit_Ratio,Extra_Hit_Ratio
a9f133de01a7800c,1.3402,0.6859,0.5117892851813162,0.0,
aa0609659ebebd58,1.8952,0.9485,0.5004748839172647,0.06974664679582712,
aafa1f65b8447b97,0.3497,0.1893,0.5413211323991993,0.0,
ab66bb46d646ed70,0.2691,0.1479,0.5496098104793757,0.0,
ac24abc27d2edd7f,0.1808,0.1456,0.8053097345132745,0.9962240402769037,
ac2ed7aaba004365,1.3401,0.6826,0.5093649727632266,0.0,
ac6e1d14c2e5acbd,1.4474,0.7548,0.521486803924278,0.03982029814171942,
ac8b877302ac7a79,2.3292,1.0511,0.45127082260003426,0.016645962732919253,
accd7b9d8d7bbb8a,1.4688,0.6822,0.46446078431372545,0.0379156134551818,
acce67f0efb77c5b,1.4366,0.7053,0.4909508561882222,0.0,
ad626f0b1177234b,0.3476,0.1872,0.5385500575373993,0.16766981943250214,
addd14093db3631c,0.1477,0.2005,1.3574813811780637,0.9913419913419913,
ade1679aaa1c7d6d,2.2566,1.0655,0.4721705220242842,0.024824952259707194,
ae8390b82a24ebec,1.6207,0.7676,0.473622508792497,0.02407906558849955,
aec5ab4f2fd9eb6b,0.9858,0.474,0.4808277541083384,0.0,
aee5b5634b99b79a,10.5481,5.0414,0.4779438951090718,0.0037341507593702103,
af4a36d86c8c0919,0.3067,0.1613,0.5259210955330943,0.19558676028084251,
b05962d43c70716c,10.0533,4.959,0.4932708662827131,0.0039329635173608055,
b0c4010577634037,2.3977,1.0839,0.45205822246319394,0.01629773777669667,
b0d23e61760ed760,1.4421,0.7334,0.5085638998682478,0.0,
b135c801b8e7388d,0.5034,0.2636,0.5236392530790624,0.1077943615257048,
b390918bbca226fd,0.7899,0.4126,0.5223446005823522,0.06811037373384561,
b3c4e8b1f883a105,0.9719,0.4455,0.4583804918201461,0.059252506836827715,
b48dcecb89a6c51d,1.3148,0.675,0.5133860663218741,0.0,
b4bf5b694048f63b,54.2627,4.3058,0.07935100907253048,0.011128549008417749,
b5a3352bf09d006e,0.3416,0.6926,2.0275175644028103,0.9488407740946542,
b63a5af9854a357d,6.2489,2.8303,0.4529277152778889,0.011128549008417749,
b64ed12e33e3bd43,0.3344,0.6867,2.0535287081339715,0.9641465315666407,
b6b6c38daabd85cc,3.5221,1.6192,0.45972573180772835,0.01095935225321011,
b6fbe56477d7d7af,2.0322,0.9279,0.4565987599645704,0.027667423382519863,
b74f4245c73ff3b8,1.5812,0.7435,0.4702124968378447,0.04231464737793852,
b7643fdc616bd971,0.3279,0.7028,2.1433363830436107,0.935969868173258,
b86b3d20c3ec5797,0.4588,0.2281,0.4971665213600698,0.08706952566601689,
b92e8a434df3d84d,0.9104,0.4501,0.4943980667838313,0.0708018154311649,
b9c5b9778a86b578,0.7208,0.3758,0.5213651498335183,0.0,
ba8d759af058a3ca,0.4429,0.2302,0.5197561526303905,0.12491992312620115,
bb0df9278b1a53cc,29.9801,14.9584,0.49894429971881343,0.0014685736204723546,
bbe254f8313644b7,34.107,17.116,0.5018324684082447,0.0013139058302119898,
bc3d4f942a12352a,0.32,0.6834,2.135625,0.9297868179151183,
bdad51118236e5f7,0.1714,0.0979,0.5711785297549592,0.0,
be4e361938cebf70,1.3235,0.6772,0.5116735927465056,0.0,
be5e71dd7c63391e,0.5292,0.29,0.5479969765684051,0.1204323211528564,
bec5e7ba1513e0ab,6.5883,3.0611,0.46462668670218416,0.005928941197292155,
bf5c62e18b383a9a,3.9073,1.3591,0.34783610165587486,0.0345489443378119,
bfa924f2b5bcf3a9,4.4123,1.9842,0.44969743671101237,0.015308839190628329,
c00ec3fbbfee5f6a,0.3408,0.7232,2.1220657276995305,0.9205581395348837,
c0e7e3f0cbfa185a,0.9805,0.4683,0.47761346251912284,0.06974664679582712,
c1123c3ef3cdabf0,0.1681,0.1201,0.7144556811421773,0.9923761118170267,
c12ff41682163e64,12.3201,5.8853,0.4776990446506116,0.003237105930667955,
c15a7b5b5203e8de,1.3831,0.6881,0.4975056033547828,0.0,
c1c49e15d66f2343,0.3312,0.7016,2.1183574879227054,0.9087415946205571,
c238200cb29f172b,1.3809,0.6988,0.5060467810847997,0.0,
c25d6b9acf10ef96,1.3222,0.687,0.5195885645136893,0.0,
c2a31fd569a3f897,1.5574,0.7291,0.46815204828560425,0.0356946732564525,
c38a6a85ade3611e,6.1211,2.8672,0.46841254022969725,0.006339294162172391,
c3c068d660131c3e,8.6544,4.0465,0.4675656313551488,0.004542680859719303,
c4692ba381aff7e7,0.3188,0.6697,2.10069008782936,0.9511361351297004,
c599f62c99b58d36,0.2288,0.136,0.5944055944055945,0.0,
c5f3412551963298,0.2791,0.1558,0.5582228591902544,0.0,
c5f6473df41bfb1f,0.3354,0.6891,2.0545617173524153,0.9535686876438987,
c604e9cb14c9faf3,1.4145,0.7535,0.5326970661010957,0.0,
c624751d5de52b38,0.432,0.2163,0.5006944444444444,0.09153005464480875,
c8096b5e1bbd16c0,0.8482,0.4838,0.5703843433152559,0.9994279176201373,
c80a8f8c4f726ef5,0.323,0.6793,2.1030959752321983,0.9451292246520875,
c84f68f68c78b8a9,23.1953,11.3595,0.48973283380684884,0.0018281535648994515,
c8ba0d6c2db5dec2,2.6036,2.2759,0.8741358119526809,0.02557097584963392,
c8c3fe5a4ea48f90,0.3206,0.6826,2.1291328758577666,0.934044233807267,
c906b89ab4c62d0e,0.9808,0.473,0.4822593800978793,0.055603079555175364,
c9764bd20875c6ce,0.2235,0.1546,0.6917225950782997,0.9977469019902365,
c9789270a01eae7c,0.5869,0.2991,0.5096268529562106,0.0,
c9f9d50c7e01c0b2,3.9447,1.8028,0.4570182776890511,0.017039248525449645,
ca04e2e9a54165cd,13.2563,6.9159,0.5217066602294758,0.0052896896263309,
cbee7eeb4fbbc075,0.5916,0.7588,1.2826233941852603,0.8894009216589862,
cc145778974d40f5,0.4668,0.2312,0.49528706083976004,0.0858974358974359,
cc75b20154455e05,0.3435,0.4329,1.2602620087336245,0.1922760887428102,
cd378179f8ab368c,4.8598,0.484,0.09959257582616568,0.07467532467532467,
cf30ae6fc0ae457a,1.0903,0.5598,0.5134366688067504,0.0,
cfc3db06d18ca176,1.8339,0.8468,0.4617481869240416,0.020953870211102423,
d06122d8327e9555,0.5686,0.304,0.5346465001758706,0.1118546845124283,
d0e588951af27c4d,6.6234,3.0489,0.46032249297943656,0.0059542323928016,
d0fe33481b7edb51,4.064,1.8144,0.4464566929133858,0.009724943754989477,
d123e4b0c3e13eec,11.2556,5.2923,0.4701926152315292,0.003571809361339162,
d158092fe2c8993f,0.3232,0.1733,0.536200495049505,0.0,
d173f596aff13a4b,0.328,0.1826,0.5567073170731708,0.20104895104895104,
d19da464f1e9e81d,7.3861,3.4611,0.46859641759521264,0.005281828931809223,
d1fd39ab312a875a,0.3181,0.6739,2.1185161898773974,0.9553642914331465,
d2b98f517f9686d5,1.0051,0.4895,0.4870162172918117,0.05524079320113314,
d3d2f49a08cc13c3,1.8923,0.8807,0.4654124610262643,0.0351668169522092,
d4389d1760b069db,0.9635,0.4654,0.4830306175402179,0.03953968722336972,
d44c6ce184877844,0.7479,0.3661,0.48950394437759054,0.07276119402985075,
d49402396e8aff82,1.4401,0.7272,0.5049649329907645,0.0,
d525f18f45f38ece,0.6295,0.915,1.453534551231136,0.722969023962595,
d53d256d96d144ea,1.3007,0.6677,0.5133389713231337,0.0,
d5afdedb876c816f,1.4571,1.0831,0.7433257840916889,0.0,
d5bef5dfb0026c19,6.9077,3.2219,0.4664215295974058,0.005653054336820789,
d5c3a1384af79eda,0.24,0.1331,0.5545833333333333,0.260347129506008,
d616f39cc043fc79,0.3899,0.2453,0.6291356758143113,0.14761544284632855,
d632ccd6b31f6ecb,0.341,0.7293,2.1387096774193544,0.90153452685422,
d66c9d7bca436b41,1.3519,0.6833,0.5054367926621791,0.0,
d6d32d21532d6f86,0.2241,0.1396,0.6229361892012495,0.9976653696498055,
d70fcab48573e725,0.1644,0.7642,4.648418491484185,0.9955123410620793,
d75178d091927518,3.5617,0.7457,0.20936631383889717,0.01882390797200547,
d82647ce8fec3d96,0.7089,0.3487,0.49188884186768234,0.07689274447949526,
d884ca37f5916c42,1.8684,0.2365,0.12657889102975808,0.03577981651376147,
d9ef38b0405d5a1e,1.3951,0.6842,0.490430793491506,0.0,
da72444163d64554,1.0017,0.4719,0.47109913147648996,0.05598621877691645,
db5b93f56da56e8b,1.2098,0.5575,0.46081997024301535,0.03239845261121857,
db69a6f95d18a737,1.0814,0.5248,0.4852968374329574,0.060795011691348405,
dbb9ad7f55cf024d,0.1973,0.1554,0.7876330461226559,0.9970014992503748,
dc05da468b6674e5,1.0324,0.4495,0.4353932584269663,0.9950124688279302,
dc171204b2b226a9,1.4928,0.7313,0.48988478027867094,0.0,
dc4d4c4dba8e57ec,0.2487,0.6688,2.689183755528749,0.9901800327332242,
dcaa2c809054663b,0.3386,0.6848,2.022445363260484,0.9669710510977269,
de022967df10ed78,0.3207,0.6719,2.0951044589959467,0.9551731038623174,
de7739c6eceb04fa,1.9566,0.8966,0.4582438924665236,0.019787359716479623,
de8a26935c349edf,0.5039,0.2538,0.5036713633657472,0.10833333333333334,
de9209f3920a60df,0.3248,0.6993,2.1530172413793105,0.9364326375711575,
df677013de5f1404,0.7717,0.5661,0.7335752235324609,0.08644255633542668,
dfefddacaac99e82,0.3648,0.1884,0.5164473684210527,0.0,
e0331527eabec294,0.2794,0.2812,1.0064423765211168,0.2392638036809816,
e15c51bc727631ba,0.7511,0.3788,0.5043269870856079,0.08644255633542668,
e18fe85ec286daba,0.5163,0.266,0.5152043385628511,0.10609357997823722,
e1e0cc93693632ec,5.9499,4.4288,0.7443486445150338,0.011428571428571429,
e2c7b8a60f4e07bc,1.3335,0.6796,0.5096362954630671,0.0,
e372863fe6973f06,1.2524,0.6033,0.4817151069945704,0.052833596748701736,
e4266a12d3c0fc19,0.5669,0.2937,0.518080790262833,0.0,
e537b017053a9fbe,9.7815,6.6982,0.6847824975719471,0.007051591128254581,
e6d1879eeb8881bc,1.5842,0.8118,0.5124352985734124,0.0,
e719f0bb0810e73d,0.9487,0.4644,0.4895119637398545,0.0571344857896279,
e74d0884703ba670,1.9733,0.9046,0.45841990574165103,0.028638566603025408,
e750cce8a8369e01,0.3564,0.775,2.174523007856341,0.856773971423653,
e7c3b3a871c78702,10.4517,4.9748,0.47597998411741627,0.0037850968871815153,
e87e277b45d32da5,1.2486,0.5975,0.4785359602755086,0.04411764705882353,
e8d51ddba7438596,0.7298,0.3575,0.48986023568100845,0.05199844780752813,
e9812742d58d183d,0.3354,0.7339,2.188133571854502,0.9104261106074343,
e9b9ac650a07b254,1.3049,0.7225,0.5536822745037935,0.0,
eaf71df2494a2205,0.3692,0.1947,0.5273564463705309,0.15354330708661418,
ebef1ab7b82185a4,1.152,0.6057,0.5257812500000001,0.0,
ec7caae56fee908e,6.5628,4.3537,0.6633906259523373,0.010515436120972454,
ec93277d312e6355,0.4441,0.2366,0.5327628912407115,0.1446229913473424,
ecec6e0d4591e1a9,0.3524,0.7536,2.138479001135074,0.8757522123893805,
ed3422889201a17d,1.3925,0.7018,0.5039856373429084,0.0,
ee2c666ab6bb1a2f,0.2544,0.1423,0.5593553459119497,0.0,
ee9577c92db4b606,0.4862,0.2202,0.4529000411353353,0.1319796954314721,
eecc38c09127a7e2,0.7898,0.4237,0.5364649278298304,0.06801534705266829,
efc214634effda32,0.3361,0.6933,2.0627789348408214,0.9509672476537062,
f00b70f3736d88e8,2.2151,1.1249,0.5078326034941989,0.0,
f01598bff086b31f,2.7243,1.1661,0.42803655985023675,0.026584867075664622,
f198e99335b461cd,0.2618,0.15,0.5729564553093965,0.0,
f304370828dc69f3,4.7685,2.2024,0.4618643179196812,0.008245646421758662,
f321577c2c5fd4e1,7.931,3.6899,0.46525028369688565,0.004942460902921215,
f335121fd6dbe597,3.3902,0.3593,0.10598194796767152,0.020245717252119745,
f3e3521ee8fe83fe,4.6081,0.1343,0.029144332805277662,0.11670822942643391,
f41096f08b091a39,0.6795,0.3509,0.5164091243561442,0.0,
f4ae1546408bdbdb,0.2833,0.157,0.554182845040593,0.20967741935483872,
f4cfbea28c24a133,0.4228,0.221,0.5227057710501419,0.0,
f51c1e53b9c30d5c,0.5772,1.6814,2.913028413028413,0.9987605866556497,
f51c674ad2231fb4,1.4536,0.6868,0.4724821133736929,0.038190364277320796,
f583db39c4fd303b,39.1305,19.331,0.4940136210884093,0.001189440607857409,
f5a6a9d5c7c30031,0.6276,0.3026,0.48215423836838744,0.06273408239700375,
f6a10657b4a9999b,0.708,0.3504,0.49491525423728816,0.05325914149443561,
f6ac3c92df5f24d0,0.5729,0.8903,1.554023389771339,0.7445496917756729,
f74dc1db1f5fa796,0.6757,0.2176,0.3220364066893592,0.9958819492107069,
f7fe51d4852e7d49,0.4467,0.2305,0.5160062681889411,0.12218045112781954,
f8166b2e8666a003,0.3481,0.1882,0.5406492387245044,0.16652433817250215,
f89854f76d72d020,0.7641,0.3831,0.5013741656851197,0.07016912558474271,
f8d5b701b84f8c47,1.6801,0.7668,0.456401404678293,0.022988505747126436,
f9095c80843d7aa2,1.349,10.9121,8.089028910303929,0.0018985817311098201,
f97f1b56d061a24b,2.4566,1.1186,0.455344785475861,0.022962788506829958,
f989b21035773916,1.3797,0.7088,0.5137348698992534,0.0,
fa0a825ceb13af7f,0.3182,0.6617,2.07950974230044,0.9609469850263052,
fa2c5a74d5721c42,13.2229,6.258,0.473269857595535,0.0052896896263309,
fa3fddea394d7c7a,1.4943,0.7557,0.5057217426219635,0.0,
fa9feea68ba5c368,0.5766,0.2934,0.5088449531737773,0.09447674418604651,
fb6d7e29811bcc67,1.1121,0.5225,0.46983184965380803,0.05032258064516129,
fbf0286cbb14a289,1.222,0.5874,0.48068739770867436,0.05396678966789668,
fc6083550483adb8,1.786,0.8376,0.46898096304591264,0.03103119032463399,
fc621138a62ea384,0.3435,0.8819,2.5673944687045123,0.9137678506041743,
fca2e65e6549f3e4,2.1726,1.1054,0.5087913099512105,0.0,
fde10f3c00848f32,0.3608,0.7377,2.044623059866962,0.8728968544257498,
ff395b06fc2d542a,0.7104,0.3708,0.5219594594594594,0.0,
